setting,method,target_mse_mean,target_mse_ci_low,target_mse_ci_high,target_mse_std,ess_mean,ess_std,excess_risk_mean
C,wasserstein_nearest_source_plus_IWLS,0.22897203493834248,0.19508100508537107,0.2628630647913139,0.02729484780262567,336.3718118257486,83.34254040981784,0.026667061870060644
C,mixed_shift_gate_plus_composite,0.2672455240303632,0.13464737550487677,0.3998436725558497,0.10679068469191964,448.5730415654974,76.36675476741534,0.06494055096208141
C,stability_aware_composite,0.2672455240303632,0.13464737550487677,0.3998436725558497,0.10679068469191964,448.5730415654974,76.36675476741534,0.06494055096208141
R_u4tsc_cwrBearing,pooled_source_IWLS,1.661820311794725e-10,1.661820311794725e-10,1.661820311794725e-10,0.0,76.99999999999908,0.0,-3.233255013147309e-09
R_u4tsc_cwrBearing,oracle_best_source_retrospective,3.3994370443267817e-09,3.3994370443267817e-09,3.3994370443267817e-09,0.0,24.099704389126504,0.0,0.0
R_u4tsc_cwrBearing,single_source_unweighted_LS,5.225381001349046e-08,5.2253810013490454e-08,5.225381001349047e-08,7.398528317353943e-24,46.999999999999,0.0,4.885437296916369e-08
R_u4tsc_cwrBearing,random_source_plus_IWLS,7.38229630976044e-08,2.494119954725642e-08,1.2270472664795238e-07,3.936794786758906e-08,40.25619889361381,9.031754997533849,7.042352605327761e-08
R_u4tsc_cwrBearing,mixed_shift_gate_plus_composite,9.14288446109238e-08,9.14288446109238e-08,9.14288446109238e-08,0.0,44.295322519735635,0.0,8.802940756659702e-08
R_u4tsc_cwrBearing,mmd_nearest_source_plus_IWLS,9.14288446109238e-08,9.14288446109238e-08,9.14288446109238e-08,0.0,44.295322519735635,0.0,8.802940756659702e-08
R_u4tsc_cwrBearing,stability_aware_composite,9.14288446109238e-08,9.14288446109238e-08,9.14288446109238e-08,0.0,44.295322519735635,0.0,8.802940756659702e-08
R_u4tsc_cwrBearing,wasserstein_nearest_source_plus_IWLS,9.14288446109238e-08,9.14288446109238e-08,9.14288446109238e-08,0.0,44.295322519735635,0.0,8.802940756659702e-08
R_u4tsc_mfd,pooled_source_IWLS,8.346954809035313e-11,8.346954809035313e-11,8.346954809035313e-11,0.0,76.99999999999908,0.0,-1.0231213551428572e-09
R_u4tsc_mfd,mixed_shift_gate_plus_composite,1.1065909032332102e-09,1.1065909032332102e-09,1.1065909032332102e-09,0.0,42.803614304099675,0.0,0.0
R_u4tsc_mfd,mmd_nearest_source_plus_IWLS,1.1065909032332102e-09,1.1065909032332102e-09,1.1065909032332102e-09,0.0,42.803614304099675,0.0,0.0
R_u4tsc_mfd,oracle_best_source_retrospective,1.1065909032332102e-09,1.1065909032332102e-09,1.1065909032332102e-09,0.0,42.803614304099675,0.0,0.0
R_u4tsc_mfd,stability_aware_composite,1.1065909032332102e-09,1.1065909032332102e-09,1.1065909032332102e-09,0.0,42.803614304099675,0.0,0.0
R_u4tsc_mfd,wasserstein_nearest_source_plus_IWLS,1.1065909032332102e-09,1.1065909032332102e-09,1.1065909032332102e-09,0.0,42.803614304099675,0.0,0.0
R_u4tsc_mfd,single_source_unweighted_LS,1.1558658848864525e-09,1.1558658848864525e-09,1.1558658848864525e-09,0.0,46.999999999999,0.0,4.927498165324229e-11
R_u4tsc_mfd,random_source_plus_IWLS,1.5734622374632469e-09,2.7721960678309886e-10,2.869704868143395e-09,1.0439560400843862e-09,38.86145968376208,8.814925708889731,4.668713342300365e-10
